0_Rk,1_Player,2_Nation,3_Pos,4_Squad,5_Age,6_Born,Matches PlayedMatches Played by the player or squad,Game or games started by player,Minutes,90s Played90s playedMinutes played divided by 90,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Penalty Kicks MadePenalty Kicks Made,Penalty Kicks AttemptedPenalty Kicks Attempted,Yellow CardsYellow Cards,Red CardsRed Cards,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",Progression_PrgC,Progression_PrgP,Progression_PrgR,GoalsGoals scored or allowed,AssistsAssists,Goals + AssistsGoals and Assists,Non-Penalty GoalsNon-Penalty Goals,Non-Penalty Goals + Assists/90Goals plus Assists minus Penalty Kicks made per 90 minutesMinimum 30 minutes played per squad game to qualify as a leader,"xG: Expected GoalsExpected GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xAG: Exp. Assisted GoalsExpected Assisted GoalsxG which follows a pass that assists a shotProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","xG + xAG/90Expected Goals plus Assisted Goals per 90 minutesxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader","npxG: Non-Penalty xGNon-Penalty Expected GoalsProvided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.","npxG + xAGNon-Penalty Expected Goals plus Assisted GoalsxG totals include penalty kicks, but do not include penalty shootouts (unless otherwise noted).Provided by Opta.An underline indicates there is a match that is missing data, but will be updated when available.Minimum 30 minutes played per squad game to qualify as a leader",36_Matches
601,Philip Quinton,us USA,DF,Columbus Crew,24,1999,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
602,Philip Quinton,us USA,DF,Real Salt Lake,24,1999,19,15,1227,13.6,0.07,0.00,0.07,0.07,0.00,0.00,0.00,0.00,0.02,0.02,0.01,0.03,0.74,3.68,0.44,0.07,0.00,0.07,0.07,0.07,0.02,0.01,0.03,0.02,0.03,Matches
603,Nemanja Radoja,rs SRB,MF,Sporting KC,30,1993,25,25,2127,23.6,0.04,0.13,0.17,0.04,0.00,0.00,0.21,0.00,0.06,0.06,0.06,0.12,0.68,4.96,0.81,0.04,0.13,0.17,0.04,0.17,0.06,0.06,0.12,0.06,0.12,Matches
604,Jeremy Rafanello,us USA,MF,Philadelphia Union,23,2000,11,4,321,3.6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.06,0.14,0.22,0.83,3.06,3.33,0.00,0.00,0.00,0.00,0.00,0.06,0.15,0.21,0.06,0.21,Matches
605,Jackson Ragen,us USA,DF,Seattle Sounders,25,1998,33,33,2902,32.2,0.09,0.03,0.12,0.09,0.00,0.00,0.16,0.03,0.05,0.05,0.01,0.06,0.50,3.73,0.09,0.09,0.03,0.12,0.09,0.12,0.05,0.01,0.06,0.05,0.06,Matches
606,Brooklyn Raines,us USA,"MF,FW",Houston Dynamo,18,2005,15,4,421,4.7,0.00,0.00,0.00,0.00,0.00,0.00,0.64,0.00,0.00,0.00,0.04,0.04,1.06,5.53,1.70,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05,Matches
607,Alonso Ramírez,mx MEX,MF,Austin,22,2001,2,0,23,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
608,Anthony Ramirez,us USA,MF,FC Dallas,18,2005,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
609,Christian Ramirez,us USA,"MF,FW",Columbus Crew,32,1991,25,16,1429,15.9,0.50,0.19,0.69,0.50,0.00,0.00,0.00,0.00,0.46,0.46,0.33,0.78,0.69,4.34,5.22,0.50,0.19,0.69,0.50,0.69,0.46,0.33,0.78,0.46,0.78,Matches
610,Rubén Ramos,us USA,"FW,MF",LA Galaxy,17,2007,2,0,14,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
611,Ryan Raposo,ca CAN,"DF,MF",Vancouver W'caps,24,1999,30,18,1584,17.6,0.17,0.23,0.40,0.17,0.00,0.00,0.17,0.00,0.10,0.10,0.13,0.23,1.93,2.10,8.52,0.17,0.23,0.40,0.17,0.40,0.10,0.13,0.23,0.10,0.23,Matches
612,Henrich Ravas,sk SVK,GK,NE Revolution,26,1997,8,8,720,8.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
613,Tim Ream,us USA,DF,Charlotte,36,1987,9,9,795,8.8,0.11,0.00,0.11,0.11,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,1.25,5.45,0.34,0.11,0.00,0.11,0.11,0.11,0.07,0.00,0.07,0.07,0.07,Matches
614,Federico Redondo,ar ARG,MF,Inter Miami,21,2003,16,14,1118,12.4,0.16,0.16,0.32,0.16,0.00,0.00,0.40,0.00,0.10,0.10,0.06,0.15,1.37,5.56,2.02,0.16,0.16,0.32,0.16,0.32,0.10,0.06,0.15,0.10,0.15,Matches
615,Jayden Reid,us USA,DF,St. Louis,22,2001,12,7,732,8.1,0.00,0.25,0.25,0.00,0.00,0.00,0.37,0.00,0.01,0.01,0.12,0.12,2.47,4.07,2.10,0.00,0.25,0.25,0.00,0.25,0.01,0.12,0.13,0.01,0.13,Matches
616,Marco Reus,de GER,MF,LA Galaxy,34,1989,6,4,358,4.0,0.25,0.50,0.75,0.25,0.00,0.00,0.00,0.00,0.33,0.33,0.23,0.53,3.50,6.50,8.25,0.25,0.50,0.75,0.25,0.75,0.32,0.21,0.53,0.32,0.53,Matches
617,Andrés Reyes,co COL,DF,NY Red Bulls,24,1999,23,18,1492,16.6,0.06,0.00,0.06,0.06,0.00,0.00,0.18,0.06,0.03,0.03,0.02,0.05,0.30,2.71,0.00,0.06,0.00,0.06,0.06,0.06,0.03,0.02,0.05,0.03,0.05,Matches
618,Justin Reynolds,us USA,DF,Chicago Fire,19,2004,8,1,224,2.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.08,0.16,2.80,1.60,6.80,0.00,0.00,0.00,0.00,0.00,0.09,0.07,0.15,0.09,0.15,Matches
619,Emanuel Reynoso,ar ARG,MF,Minnesota Utd,28,1995,1,0,31,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,10.0,23.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
620,Spencer Richey,us USA,GK,Chicago Fire,31,1992,1,1,90,1.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
621,Will Richmond,us USA,FW,SJ Earthquakes,23,2000,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28,Matches
622,Andrew Rick,us USA,GK,Philadelphia Union,18,2006,6,6,540,6.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
623,Jamar Ricketts,us USA,MF,SJ Earthquakes,22,2001,1,0,35,0.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
624,Kalani Rienzi,us USA,"DF,FW",Seattle Sounders,21,2002,1,0,13,0.1,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
625,Emiliano Rigoni,ar ARG,FW,Austin,30,1993,11,7,702,7.8,0.13,0.00,0.13,0.13,0.00,0.00,0.00,0.00,0.12,0.12,0.17,0.28,2.56,2.82,6.92,0.13,0.00,0.13,0.13,0.13,0.11,0.16,0.28,0.11,0.28,Matches
626,Alexander Ring,fi FIN,MF,Austin,32,1991,34,29,2596,28.8,0.07,0.14,0.21,0.03,0.03,0.03,0.17,0.00,0.11,0.09,0.11,0.19,0.87,5.28,3.37,0.07,0.14,0.21,0.03,0.17,0.12,0.11,0.22,0.09,0.19,Matches
627,Birk Risa,no NOR,DF,NYCFC,25,1998,29,25,2155,23.9,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.01,0.01,0.01,0.02,0.21,3.43,0.08,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
628,Miles Robinson,us USA,DF,FC Cincinnati,26,1997,25,25,2229,24.8,0.04,0.00,0.04,0.04,0.00,0.00,0.20,0.04,0.02,0.02,0.05,0.08,0.52,4.27,0.16,0.04,0.00,0.04,0.04,0.04,0.03,0.05,0.08,0.03,0.08,Matches
629,Stian Rode Gregersen,no NOR,DF,Atlanta Utd,28,1995,23,20,1761,19.6,0.10,0.00,0.10,0.10,0.00,0.00,0.46,0.05,0.05,0.05,0.03,0.08,0.56,2.81,0.05,0.10,0.00,0.10,0.10,0.10,0.05,0.02,0.08,0.05,0.08,Matches
630,Rodrigues,br BRA,DF,SJ Earthquakes,26,1997,31,31,2758,30.6,0.10,0.03,0.13,0.10,0.00,0.00,0.10,0.00,0.12,0.12,0.02,0.14,1.01,3.24,0.16,0.10,0.03,0.13,0.10,0.13,0.12,0.02,0.14,0.12,0.14,Matches
631,Jonathan Rodríguez,uy URU,FW,Portland Timbers,30,1993,29,27,2427,27.0,0.59,0.19,0.78,0.56,0.04,0.04,0.26,0.00,0.46,0.43,0.20,0.63,2.74,2.30,8.15,0.59,0.19,0.78,0.56,0.74,0.46,0.20,0.66,0.43,0.63,Matches
632,Martín Rodríguez,cl CHI,MF,D.C. United,29,1994,25,12,1257,14.0,0.14,0.14,0.29,0.14,0.00,0.00,0.36,0.00,0.06,0.06,0.08,0.14,0.93,5.07,2.86,0.14,0.14,0.29,0.14,0.29,0.06,0.08,0.14,0.06,0.14,Matches
633,Memo Rodriguez,us USA,MF,Sporting KC,28,1995,26,18,1615,17.9,0.11,0.28,0.39,0.11,0.00,0.00,0.39,0.00,0.06,0.06,0.17,0.23,0.84,6.20,1.96,0.11,0.28,0.39,0.11,0.39,0.06,0.17,0.23,0.06,0.23,Matches
634,Santiago Rodríguez,uy URU,"FW,MF",NYCFC,24,2000,32,32,2792,31.0,0.39,0.19,0.58,0.26,0.13,0.13,0.26,0.00,0.35,0.25,0.30,0.55,3.16,7.32,6.00,0.39,0.19,0.58,0.26,0.45,0.35,0.30,0.65,0.25,0.55,Matches
635,Matías Rojas,py PAR,"MF,FW",Inter Miami,28,1995,14,9,802,8.9,0.45,0.22,0.67,0.45,0.00,0.00,0.11,0.00,0.16,0.16,0.17,0.34,1.01,5.17,5.17,0.45,0.22,0.67,0.45,0.67,0.16,0.17,0.33,0.16,0.33,Matches
636,Alex Roldan,sv SLV,DF,Seattle Sounders,27,1996,29,27,2284,25.4,0.04,0.00,0.04,0.04,0.00,0.00,0.04,0.04,0.06,0.06,0.03,0.09,1.77,5.12,4.72,0.04,0.00,0.04,0.04,0.04,0.06,0.03,0.09,0.06,0.09,Matches
637,Cristian Roldan,us USA,"MF,FW",Seattle Sounders,28,1995,33,32,2839,31.5,0.03,0.03,0.06,0.03,0.00,0.00,0.06,0.00,0.08,0.08,0.10,0.18,1.52,6.67,5.62,0.03,0.03,0.06,0.03,0.06,0.08,0.10,0.18,0.08,0.18,Matches
638,Kage Romanshyn,us USA,FW,Minnesota Utd,18,2005,1,0,12,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
639,Abraham Romero,mx MEX,GK,Columbus Crew,25,1998,2,2,134,1.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
640,David Romney,us USA,DF,NE Revolution,30,1993,27,24,2218,24.6,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.02,0.02,0.00,0.02,0.16,2.40,0.24,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
641,Connor Ronan,ie IRL,MF,Colorado Rapids,25,1998,26,21,1809,20.1,0.05,0.05,0.10,0.05,0.00,0.00,0.10,0.00,0.01,0.01,0.08,0.09,1.74,10.1,2.29,0.05,0.05,0.10,0.05,0.10,0.01,0.08,0.09,0.01,0.09,Matches
642,Joseph Rosales,hn HON,"DF,MF",Minnesota Utd,23,2000,30,26,2399,26.7,0.00,0.26,0.26,0.00,0.00,0.04,0.26,0.04,0.10,0.07,0.30,0.36,3.26,3.41,6.63,0.00,0.26,0.26,0.00,0.26,0.10,0.30,0.39,0.07,0.36,Matches
643,Keegan Rosenberry,us USA,DF,Colorado Rapids,30,1993,31,29,2623,29.1,0.00,0.03,0.03,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.08,0.11,1.13,4.78,4.57,0.00,0.03,0.03,0.00,0.03,0.03,0.08,0.11,0.03,0.11,Matches
644,Daniel Rosero,co COL,DF,Sporting KC,30,1993,23,22,1891,21.0,0.10,0.00,0.10,0.10,0.00,0.00,0.24,0.00,0.08,0.08,0.00,0.08,0.00,2.33,0.19,0.10,0.00,0.10,0.10,0.10,0.07,0.00,0.08,0.07,0.08,Matches
645,Diego Rossi,uy URU,"MF,FW",Columbus Crew,25,1998,34,30,2627,29.2,0.41,0.24,0.65,0.38,0.03,0.07,0.10,0.00,0.40,0.34,0.19,0.53,2.64,4.55,7.57,0.41,0.24,0.65,0.38,0.62,0.40,0.19,0.59,0.34,0.53,Matches
646,Sigurd Rosted,no NOR,DF,Toronto FC,29,1994,25,19,1752,19.5,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.01,0.01,0.01,0.02,0.51,2.87,0.72,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
647,Paul Rothrock,us USA,FW,Seattle Sounders,25,1999,25,13,1316,14.6,0.34,0.14,0.48,0.34,0.00,0.00,0.21,0.00,0.29,0.29,0.23,0.51,3.84,2.47,10.5,0.34,0.14,0.48,0.34,0.48,0.29,0.23,0.52,0.29,0.52,Matches
648,Ruan,br BRA,"DF,MF",FC Dallas,28,1995,6,5,427,4.7,0.00,0.21,0.21,0.00,0.00,0.00,0.21,0.00,0.00,0.00,0.32,0.32,3.19,2.77,9.57,0.00,0.21,0.21,0.00,0.21,0.00,0.33,0.33,0.00,0.33,Matches
649,Ruan,br BRA,"DF,MF",CF Montréal,28,1995,25,24,1993,22.1,0.09,0.14,0.23,0.09,0.00,0.00,0.09,0.00,0.09,0.09,0.15,0.24,4.25,2.49,7.96,0.09,0.14,0.23,0.09,0.23,0.09,0.15,0.24,0.09,0.24,Matches
650,Diego Rubio,cl CHI,FW,Austin,30,1993,33,23,1882,20.9,0.19,0.05,0.24,0.19,0.00,0.00,0.33,0.00,0.21,0.21,0.06,0.26,0.72,3.21,4.35,0.19,0.05,0.24,0.19,0.24,0.21,0.06,0.26,0.21,0.26,Matches
651,Raúl Ruidíaz,pe PER,FW,Seattle Sounders,33,1990,24,14,1352,15.0,0.53,0.00,0.53,0.27,0.27,0.27,0.13,0.07,0.61,0.39,0.09,0.48,0.47,3.60,6.13,0.53,0.00,0.53,0.27,0.27,0.60,0.08,0.69,0.39,0.48,Matches
652,David Ruíz,hn HON,"MF,DF",Inter Miami,19,2004,28,11,1085,12.1,0.08,0.17,0.25,0.08,0.00,0.00,0.25,0.08,0.08,0.08,0.05,0.13,2.64,3.97,4.46,0.08,0.17,0.25,0.08,0.25,0.09,0.05,0.14,0.09,0.14,Matches
653,Pablo Ruíz,ar ARG,"MF,FW",Real Salt Lake,25,1998,3,2,170,1.9,0.00,0.00,0.00,0.00,0.00,0.00,0.53,0.00,0.16,0.16,0.21,0.42,1.05,8.42,8.42,0.00,0.00,0.00,0.00,0.00,0.18,0.24,0.41,0.18,0.41,Matches
654,Albert Rusnák,sk SVK,MF,Seattle Sounders,29,1994,32,28,2530,28.1,0.36,0.43,0.78,0.25,0.11,0.14,0.07,0.00,0.26,0.15,0.28,0.43,1.53,5.77,4.16,0.36,0.43,0.78,0.25,0.68,0.26,0.28,0.54,0.15,0.43,Matches
655,Johnny Russell,sct SCO,FW,Sporting KC,33,1990,29,18,1731,19.2,0.21,0.16,0.36,0.21,0.00,0.05,0.26,0.00,0.22,0.19,0.18,0.36,3.13,3.70,7.66,0.21,0.16,0.36,0.21,0.36,0.23,0.18,0.41,0.18,0.36,Matches
656,Jacen Russell-Rowe,ca CAN,"MF,FW",Columbus Crew,21,2002,22,10,1033,11.5,0.43,0.09,0.52,0.43,0.00,0.00,0.00,0.00,0.30,0.30,0.09,0.39,1.74,3.30,5.39,0.44,0.09,0.52,0.44,0.52,0.31,0.08,0.39,0.31,0.39,Matches
657,Ryan Sailor,us USA,DF,Inter Miami,25,1998,9,2,316,3.5,0.00,0.00,0.00,0.00,0.00,0.00,0.29,0.00,0.06,0.06,0.00,0.06,0.00,3.71,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
658,Nathan Saliba,ca CAN,MF,CF Montréal,19,2004,24,18,1651,18.3,0.05,0.05,0.11,0.05,0.00,0.00,0.38,0.05,0.05,0.05,0.05,0.10,1.04,5.79,1.31,0.05,0.05,0.11,0.05,0.11,0.06,0.05,0.10,0.06,0.10,Matches
659,Dániel Sallói,hu HUN,FW,Sporting KC,27,1996,30,23,2120,23.6,0.13,0.17,0.30,0.13,0.00,0.00,0.17,0.00,0.11,0.11,0.15,0.26,2.42,3.01,8.94,0.13,0.17,0.30,0.13,0.30,0.11,0.15,0.26,0.11,0.26,Matches
660,Tobias Salquist,dk DEN,DF,Chicago Fire,28,1995,14,10,919,10.2,0.00,0.10,0.10,0.00,0.00,0.00,0.10,0.00,0.00,0.00,0.01,0.01,0.29,2.35,0.10,0.00,0.10,0.10,0.00,0.10,0.00,0.01,0.01,0.00,0.01,Matches
661,Ilie Sánchez,es ESP,MF,LAFC,33,1990,31,24,2156,24.0,0.04,0.04,0.08,0.04,0.00,0.00,0.21,0.00,0.02,0.02,0.07,0.08,0.50,5.17,0.88,0.04,0.04,0.08,0.04,0.08,0.02,0.07,0.08,0.02,0.08,Matches
662,James Sands,us USA,MF,NYCFC,23,2000,29,29,2555,28.4,0.04,0.04,0.07,0.04,0.00,0.00,0.35,0.04,0.02,0.02,0.02,0.04,0.74,5.77,0.67,0.04,0.04,0.07,0.04,0.07,0.02,0.02,0.04,0.02,0.04,Matches
663,William Sands,us USA,DF,NE Revolution,23,2000,5,5,433,4.8,0.00,0.42,0.42,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.13,0.15,2.50,2.92,4.38,0.00,0.42,0.42,0.00,0.42,0.01,0.12,0.14,0.01,0.14,Matches
664,William Sands,us USA,DF,Columbus Crew,23,2000,6,4,256,2.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.04,0.07,2.50,2.50,13.9,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
665,Jeong Sangbin,kr KOR,"FW,MF",Minnesota Utd,21,2002,32,25,2171,24.1,0.25,0.04,0.29,0.25,0.00,0.00,0.17,0.00,0.20,0.20,0.12,0.32,2.24,2.20,7.84,0.25,0.04,0.29,0.25,0.29,0.20,0.12,0.32,0.20,0.32,Matches
666,Sergio Santos Gomes,br BRA,FW,FC Cincinnati,29,1994,28,6,924,10.3,0.29,0.10,0.39,0.29,0.00,0.00,0.10,0.00,0.42,0.42,0.11,0.52,1.36,2.23,7.48,0.29,0.10,0.39,0.29,0.39,0.42,0.11,0.53,0.42,0.53,Matches
667,Pedro Santos,pt POR,"DF,MF",D.C. United,35,1988,30,20,1800,20.0,0.15,0.15,0.30,0.15,0.00,0.00,0.30,0.05,0.07,0.07,0.13,0.18,1.65,4.95,4.25,0.15,0.15,0.30,0.15,0.30,0.06,0.12,0.19,0.06,0.19,Matches
668,Rafael Santos,br BRA,DF,Orlando City,25,1998,32,23,2069,23.0,0.04,0.13,0.17,0.04,0.00,0.00,0.09,0.00,0.01,0.01,0.08,0.09,1.78,6.65,5.17,0.04,0.13,0.17,0.04,0.17,0.01,0.08,0.09,0.01,0.09,Matches
669,Hayden Sargis,us USA,DF,D.C. United,21,2002,1,0,30,0.3,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
670,Nick Scardina,us USA,FW,Charlotte,22,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.00,2.03,2.03,0.00,2.03,Matches
671,Rodrigo Schlegel,ar ARG,DF,Orlando City,26,1997,28,26,2296,25.5,0.04,0.00,0.04,0.04,0.00,0.00,0.20,0.04,0.03,0.03,0.01,0.04,0.43,3.37,0.16,0.04,0.00,0.04,0.04,0.04,0.03,0.01,0.04,0.03,0.04,Matches
672,Tate Schmitt,us USA,DF,Houston Dynamo,26,1997,16,4,435,4.8,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.00,0.17,0.17,0.06,0.25,1.88,4.79,5.83,0.00,0.00,0.00,0.00,0.00,0.17,0.07,0.24,0.17,0.24,Matches
673,David Schnegg,at AUT,DF,D.C. United,25,1998,2,1,121,1.3,0.77,0.00,0.77,0.77,0.00,0.00,0.77,0.00,0.31,0.31,0.08,0.38,0.77,3.85,4.62,0.74,0.00,0.74,0.74,0.74,0.26,0.08,0.34,0.26,0.34,Matches
674,Alessandro Schöpf,at AUT,"MF,DF",Vancouver W'caps,29,1994,30,23,1938,21.5,0.05,0.05,0.09,0.05,0.00,0.00,0.28,0.05,0.09,0.09,0.09,0.18,2.70,5.58,2.93,0.05,0.05,0.09,0.05,0.09,0.09,0.09,0.18,0.09,0.18,Matches
675,Patrick Schulte,us USA,GK,Columbus Crew,22,2001,27,27,2430,27.0,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
676,Tarik Scott,us USA,FW,FC Dallas,18,2005,2,0,54,0.6,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.17,0.17,5.00,1.67,15.0,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.00,0.12,Matches
677,Dante Sealy,tt TRI,"DF,MF",FC Dallas,20,2003,17,9,861,9.6,0.10,0.00,0.10,0.10,0.00,0.00,0.31,0.00,0.17,0.17,0.06,0.23,1.98,2.08,5.31,0.10,0.00,0.10,0.10,0.10,0.16,0.07,0.23,0.16,0.23,Matches
678,Gabe Segal,us USA,FW,Houston Dynamo,22,2001,13,2,202,2.2,0.91,0.00,0.91,0.91,0.00,0.00,0.45,0.00,0.64,0.64,0.14,0.77,0.91,0.91,3.18,0.89,0.00,0.89,0.89,0.89,0.61,0.13,0.74,0.61,0.74,Matches
679,Eddie Segura,co COL,"DF,MF",LAFC,26,1997,27,12,1348,15.0,0.00,0.07,0.07,0.00,0.00,0.00,0.27,0.00,0.06,0.06,0.03,0.09,0.40,2.93,0.27,0.00,0.07,0.07,0.00,0.07,0.06,0.03,0.08,0.06,0.08,Matches
680,Amar Sejdic,us USA,MF,Nashville SC,27,1996,17,1,306,3.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.06,0.18,2.35,9.71,2.06,0.00,0.00,0.00,0.00,0.00,0.12,0.07,0.18,0.12,0.18,Matches
681,Oliver Semmle,de GER,GK,Philadelphia Union,25,1998,17,14,1408,15.6,0.00,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
682,Brandon Servania,us USA,MF,Toronto FC,24,1999,3,1,65,0.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.14,1.43,4.29,1.43,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches
683,Jacob Shaffelburg,ca CAN,"FW,DF",Nashville SC,24,1999,23,16,1409,15.7,0.13,0.19,0.32,0.13,0.00,0.00,0.13,0.00,0.12,0.12,0.23,0.35,3.69,1.91,9.87,0.13,0.19,0.32,0.13,0.32,0.12,0.23,0.35,0.12,0.35,Matches
684,Xherdan Shaqiri,ch SUI,"MF,FW",Chicago Fire,32,1991,12,9,741,8.2,0.24,0.12,0.37,0.00,0.24,0.24,0.12,0.00,0.22,0.02,0.13,0.16,1.10,7.07,5.00,0.24,0.12,0.36,0.00,0.12,0.21,0.13,0.35,0.02,0.16,Matches
685,Charles Sharp,us USA,"FW,MF",Toronto FC,22,2001,2,0,27,0.3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
686,Samuel Shashoua,eng ENG,"MF,FW",Minnesota Utd,24,1999,3,0,22,0.2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,25.0,20.0,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.00,0.88,0.88,0.88,Matches
687,Khiry Shelton,us USA,DF,Sporting KC,30,1993,19,9,1033,11.5,0.00,0.17,0.17,0.00,0.00,0.00,0.26,0.00,0.03,0.03,0.04,0.08,2.00,4.70,2.00,0.00,0.17,0.17,0.00,0.17,0.03,0.05,0.08,0.03,0.08,Matches
